Id,Sales
1,181.42145
2,184.29985
3,228.81575
4,181.42145
5,228.81575
6,181.42145
7,207.34799
8,207.34799
9,184.29985
10,184.29985
11,218.28314
12,228.81575
13,174.08218
14,184.29985
15,174.6304
16,184.29985
17,181.42145
18,207.34799
19,181.42145
20,184.29985
21,210.99037
22,184.29985
23,210.99037
24,184.29985
25,228.81575
26,218.28314
27,212.76282
28,153.63557
29,184.29985
30,184.29985
31,218.68909
32,207.34799
33,184.29985
34,153.63557
35,184.29985
36,212.76282
37,153.63557
38,210.99037
39,153.63557
40,207.34799
41,218.28314
42,228.81575
43,172.68405
44,207.34799
45,207.34799
46,153.63557
47,174.6304
48,218.68909
49,184.29985
50,228.81575
51,172.68405
52,174.6304
53,228.81575
54,184.29985
55,184.29985
56,228.81575
57,153.63557
58,210.99037
59,210.99037
60,218.68909
61,153.63557
62,153.63557
63,184.29985
64,184.29985
65,153.63557
66,228.81575
67,184.29985
68,184.29985
69,196.31123
70,184.29985
71,184.29985
72,184.29985
73,210.99037
74,218.28314
75,174.08218
76,196.31123
77,174.08218
78,184.29985
79,172.68405
80,196.31123
81,210.99037
82,228.81575
83,228.81575
84,218.28314
85,196.31123
86,210.99037
87,218.68909
88,196.31123
89,210.99037
90,228.81575
91,184.29985
92,228.81575
93,196.31123
94,184.29985
95,184.29985
96,218.68909
97,184.29985
98,184.29985
99,196.31123
100,218.28314
101,184.29985
102,207.34799
103,184.29985
104,184.29985
105,212.76282
106,174.08218
107,196.31123
108,196.31123
109,228.81575
110,184.29985
111,218.68909
112,210.99037
113,184.29985
114,228.81575
115,196.31123
116,184.29985
117,210.99037
118,184.29985
119,228.81575
120,218.28314
121,196.31123
122,176.4738
123,228.81575
124,218.28314
125,184.29985
126,184.29985
127,212.76282
128,196.31123
129,184.29985
130,184.29985
131,196.31123
132,184.29985
133,184.29985
134,196.31123
135,196.31123
136,228.81575
137,196.31123
138,184.29985
139,174.08218
140,196.31123
141,176.4738
142,184.29985
143,228.81575
144,184.29985
145,196.31123
146,184.29985
147,184.29985
148,218.68909
149,196.31123
150,172.68405
151,228.81575
152,196.31123
153,174.08218
154,196.31123
155,184.29985
156,176.4738
157,184.29985
158,207.34799
159,196.31123
160,212.76282
161,184.29985
162,228.81575
163,218.68909
164,184.29985
165,184.29985
166,184.29985
167,196.31123
168,174.08218
169,196.31123
170,196.31123
171,176.4738
172,218.68909
173,196.31123
174,196.31123
175,218.28314
176,218.28314
177,176.4738
178,218.28314
179,196.31123
180,196.31123
181,184.29985
182,184.29985
183,176.4738
184,176.4738
185,184.29985
186,184.29985
187,184.29985
188,228.81575
189,196.31123
190,172.68405
191,212.76282
192,176.4738
193,184.29985
194,228.81575
195,218.28314
196,172.68405
197,184.29985
198,174.6304
199,172.68405
200,184.29985
201,346.20844
202,550.33203
203,212.76282
204,184.29985
205,196.31123
206,196.31123
207,228.81575
208,184.29985
209,228.81575
210,159.41328
211,184.29985
212,218.28314
213,228.81575
214,218.68909
215,172.68405
216,176.4738
217,184.29985
218,184.29985
219,196.31123
220,184.29985
221,184.29985
222,196.31123
223,196.31123
224,196.31123
225,184.29985
226,184.29985
227,196.31123
228,196.31123
229,176.4738
230,207.34799
231,228.81575
232,115.636345
233,184.29985
234,196.31123
235,172.68405
236,184.29985
237,184.29985
238,184.29985
239,172.68405
240,228.81575
241,196.31123
242,184.29985
243,228.81575
244,196.31123
245,184.29985
246,115.636345
247,228.81575
248,172.68405
249,207.34799
250,184.29985
251,196.31123
252,184.29985
253,115.636345
254,212.76282
255,228.81575
256,172.68405
257,440.3697
258,196.31123
259,172.68405
260,207.34799
261,172.68405
262,228.81575
263,196.31123
264,218.68909
265,184.29985
266,239.19682
267,184.29985
268,228.81575
269,115.636345
270,184.29985
271,184.29985
272,184.29985
273,172.68405
274,187.02452
275,176.4738
276,228.81575
277,218.28314
278,196.31123
279,176.4738
280,228.81575
281,172.68405
282,184.29985
283,176.4738
284,218.28314
285,176.4738
286,184.29985
287,172.68405
288,218.68909
289,218.28314
290,239.19682
291,228.81575
292,196.31123
293,184.29985
294,228.81575
295,196.31123
296,169.48932
297,184.29985
298,196.31123
299,228.81575
300,184.29985
301,196.31123
302,176.4738
303,196.31123
304,196.31123
305,172.68405
306,174.6304
307,184.29985
308,196.31123
309,172.68405
310,184.29985
311,172.68405
312,184.29985
313,184.29985
314,169.48932
315,184.29985
316,176.4738
317,218.28314
318,228.81575
319,169.48932
320,176.4738
321,228.81575
322,212.76282
323,184.29985
324,218.28314
325,172.68405
326,228.81575
327,218.28314
328,176.4738
329,196.31123
330,239.19682
331,184.29985
332,169.48932
333,234.57658
334,234.57658
335,196.31123
336,228.81575
337,184.29985
338,196.31123
339,184.29985
340,196.31123
341,184.29985
342,196.31123
343,184.29985
344,228.81575
345,228.81575
346,239.19682
347,184.29985
348,184.29985
349,239.19682
350,228.81575
351,234.57658
352,228.81575
353,169.48932
354,196.31123
355,184.29985
356,169.48932
357,196.31123
358,234.57658
359,228.81575
360,228.81575
361,228.81575
362,228.81575
363,184.29985
364,228.81575
365,196.31123
366,196.31123
367,184.29985
368,172.68405
369,228.81575
370,218.28314
371,184.29985
372,169.48932
373,228.81575
374,184.29985
375,173.2246
376,184.29985
377,218.28314
378,184.29985
379,228.81575
380,184.29985
381,172.68405
382,169.48932
383,228.81575
384,184.29985
385,228.81575
386,184.29985
387,184.29985
388,239.19682
389,239.19682
390,184.29985
391,228.81575
392,196.31123
393,187.02452
394,174.6304
395,218.28314
396,209.77562
397,228.81575
398,218.28314
399,174.6304
400,172.68405
401,184.29985
402,218.28314
403,228.81575
404,234.57658
405,239.19682
406,205.16925
407,228.81575
408,228.81575
409,228.81575
410,228.81575
411,184.29985
412,196.31123
413,172.68405
414,184.29985
415,196.31123
416,184.29985
417,169.48932
418,228.81575
419,184.29985
420,196.31123
421,172.68405
422,173.2246
423,205.16925
424,228.81575
425,205.16925
426,228.81575
427,184.29985
428,184.29985
429,228.81575
430,184.29985
431,171.51915
432,171.51915
433,171.51915
434,547.4556
435,184.29985
436,169.48932
437,228.81575
438,184.29985
439,184.29985
440,169.48932
441,171.51915
442,184.29985
443,218.28314
444,184.29985
445,171.51915
446,184.29985
447,172.68405
448,171.51915
449,171.51915
450,228.81575
451,171.51915
452,171.51915
453,184.29985
454,205.16925
455,228.81575
456,218.28314
457,205.16925
458,172.68405
459,169.48932
460,209.77562
461,171.51915
462,228.81575
463,184.29985
464,184.29985
465,218.28314
466,184.29985
467,184.29985
468,184.29985
469,171.51915
470,184.29985
471,171.51915
472,184.29985
473,218.28314
474,171.51915
475,209.77562
476,205.16925
477,184.29985
478,169.48932
479,171.51915
480,228.81575
481,184.29985
482,228.81575
483,184.29985
484,228.81575
485,228.81575
486,184.29985
487,172.68405
488,171.51915
489,184.29985
490,184.29985
491,218.28314
492,171.51915
493,171.51915
494,205.16925
495,172.68405
496,173.2246
497,184.29985
498,184.29985
499,184.29985
500,171.51915
501,228.81575
502,184.29985
503,171.51915
504,218.28314
505,172.68405
506,184.29985
507,169.48932
508,218.28314
509,171.51915
510,184.29985
511,205.16925
512,222.59047
513,228.81575
514,184.29985
515,173.2246
516,205.16925
517,184.29985
518,184.29985
519,239.19682
520,172.68405
521,184.29985
522,184.29985
523,217.4035
524,184.29985
525,184.29985
526,184.29985
527,172.68405
528,218.28314
529,184.29985
530,205.16925
531,222.59047
532,222.59047
533,218.28314
534,222.59047
535,184.29985
536,212.76282
537,184.29985
538,228.81575
539,184.29985
540,184.29985
541,212.76282
542,184.29985
543,184.29985
544,0.0
545,184.29985
546,184.29985
547,228.81575
548,184.29985
549,184.29985
550,184.29985
551,212.76282
552,169.48932
553,184.29985
554,218.28314
555,197.40672
556,174.6304
557,172.68405
558,209.77562
559,197.40672
560,172.68405
561,205.16925
562,205.16925
563,197.40672
564,184.29985
565,228.81575
566,184.29985
567,228.81575
568,444.68423
569,184.29985
570,174.6304
571,184.29985
572,205.16925
573,218.28314
574,197.40672
575,205.16925
576,205.16925
577,184.29985
578,173.2246
579,184.29985
580,184.29985
581,184.29985
582,197.40672
583,184.29985
584,173.2246
585,239.19682
586,228.81575
587,228.81575
588,184.29985
589,172.68405
590,205.16925
591,172.68405
592,239.19682
593,205.16925
594,228.81575
595,228.81575
596,365.0303
597,228.81575
598,197.40672
599,205.16925
600,197.40672
601,228.81575
602,218.28314
603,184.29985
604,172.68405
605,184.29985
606,174.6304
607,184.29985
608,172.68405
609,95.880875
610,205.16925
611,197.40672
612,184.29985
613,197.40672
614,184.29985
615,206.49911
616,184.29985
617,206.49911
618,197.40672
619,197.40672
620,239.19682
621,184.29985
622,169.48932
623,184.29985
624,184.29985
625,197.40672
626,197.40672
627,205.16925
628,197.40672
629,197.40672
630,184.29985
631,206.49911
632,184.29985
633,206.49911
634,212.76282
635,209.77562
636,206.49911
637,197.40672
638,184.29985
639,206.49911
640,197.40672
641,197.40672
642,184.29985
643,173.2246
644,184.29985
645,206.49911
646,197.40672
647,205.16925
648,184.29985
649,184.29985
650,239.19682
651,172.68405
652,239.19682
653,206.49911
654,184.29985
655,172.68405
656,184.29985
657,197.40672
658,184.29985
659,197.40672
660,184.29985
661,184.29985
662,197.40672
663,206.49911
664,172.68405
665,239.19682
666,206.49911
667,184.29985
668,205.16925
669,184.29985
670,205.16925
671,169.48932
672,205.16925
673,172.68405
674,197.40672
675,184.29985
676,206.49911
677,0.0
678,206.49911
679,184.29985
680,197.40672
681,197.40672
682,205.16925
683,197.40672
684,206.49911
685,184.29985
686,184.29985
687,184.29985
688,172.68405
689,184.29985
690,197.40672
691,206.49911
692,206.49911
693,172.68405
694,184.29985
695,206.49911
696,184.29985
697,205.16925
698,218.28314
699,197.40672
700,197.40672
701,206.49911
702,184.29985
703,239.19682
704,206.49911
705,206.49911
706,197.40672
707,173.2246
708,169.48932
709,197.40672
710,197.40672
711,184.29985
712,184.29985
713,197.40672
714,184.29985
715,184.29985
716,218.28314
717,197.40672
718,195.7787
719,206.49911
720,197.40672
721,239.19682
722,184.29985
723,239.19682
724,206.49911
725,197.40672
726,184.29985
727,197.40672
728,197.40672
729,184.29985
730,218.28314
731,205.16925
732,197.40672
733,206.49911
734,184.29985
735,184.29985
736,188.55467
737,197.40672
738,218.28314
739,205.16925
740,184.29985
741,195.7787
742,184.29985
743,184.29985
744,205.16925
745,197.40672
746,184.29985
747,206.49911
748,197.40672
749,212.76282
750,212.76282
751,184.29985
752,218.28314
753,184.29985
754,239.19682
755,197.40672
756,184.29985
757,197.40672
758,184.29985
759,184.29985
760,174.6304
761,184.29985
762,197.40672
763,184.29985
764,197.40672
765,197.40672
766,184.29985
767,218.28314
768,184.29985
769,212.76282
770,184.29985
771,173.2246
772,197.40672
773,206.49911
774,206.49911
775,184.29985
776,218.28314
777,239.19682
778,218.28314
779,184.29985
780,212.76282
781,173.2246
782,173.2246
783,218.28314
784,197.40672
785,206.49911
786,206.49911
787,197.40672
788,184.29985
789,239.19682
790,184.29985
791,197.40672
792,169.48932
793,206.49911
794,229.58533
795,209.77562
796,184.29985
797,184.29985
798,184.29985
799,184.29985
800,206.49911
801,184.29985
802,169.48932
803,184.29985
804,173.2246
805,184.29985
806,195.7787
807,229.58533
808,195.7787
809,169.48932
810,205.16925
811,209.77562
812,229.58533
813,195.7787
814,205.16925
815,184.29985
816,206.49911
817,206.49911
818,184.29985
819,229.58533
820,205.16925
821,169.48932
822,206.49911
823,184.29985
824,239.19682
825,212.76282
826,158.5181
827,184.29985
828,218.28314
829,184.29985
830,184.29985
831,132.70468
832,184.29985
833,184.29985
834,205.16925
835,184.29985
836,229.58533
837,206.49911
838,184.29985
839,184.29985
840,158.24129
841,0.0
842,158.5181
843,184.29985
844,205.16925
845,184.29985
846,132.70468
847,184.29985
848,132.70468
849,158.5181
850,184.29985
851,184.29985
852,184.29985
853,206.49911
854,206.49911
855,614.2627
856,173.2246
857,181.42145
858,184.29985
859,228.81575
860,181.42145
861,228.81575
862,181.42145
863,207.34799
864,207.34799
865,184.29985
866,184.29985
867,218.28314
868,228.81575
869,174.08218
870,184.29985
871,174.6304
872,184.29985
873,181.42145
874,207.34799
875,181.42145
876,184.29985
877,210.99037
878,184.29985
879,210.99037
880,184.29985
881,228.81575
882,218.28314
883,212.76282
884,153.63557
885,184.29985
886,184.29985
887,218.68909
888,207.34799
889,184.29985
890,153.63557
891,184.29985
892,212.76282
893,153.63557
894,210.99037
895,153.63557
896,207.34799
897,218.28314
898,228.81575
899,172.68405
900,207.34799
901,207.34799
902,153.63557
903,174.6304
904,218.68909
905,184.29985
906,228.81575
907,172.68405
908,174.6304
909,228.81575
910,184.29985
911,184.29985
912,228.81575
913,153.63557
914,210.99037
915,210.99037
916,218.68909
917,153.63557
918,153.63557
919,184.29985
920,184.29985
921,153.63557
922,228.81575
923,184.29985
924,184.29985
925,196.31123
926,184.29985
927,184.29985
928,184.29985
929,210.99037
930,218.28314
931,174.08218
932,196.31123
933,174.08218
934,184.29985
935,172.68405
936,196.31123
937,210.99037
938,228.81575
939,228.81575
940,218.28314
941,196.31123
942,210.99037
943,218.68909
944,196.31123
945,210.99037
946,228.81575
947,184.29985
948,228.81575
949,196.31123
950,184.29985
951,184.29985
952,218.68909
953,184.29985
954,184.29985
955,196.31123
956,218.28314
957,184.29985
958,207.34799
959,184.29985
960,184.29985
961,212.76282
962,174.08218
963,196.31123
964,196.31123
965,228.81575
966,184.29985
967,218.68909
968,210.99037
969,184.29985
970,228.81575
971,196.31123
972,184.29985
973,210.99037
974,184.29985
975,228.81575
976,218.28314
977,196.31123
978,176.4738
979,228.81575
980,218.28314
981,184.29985
982,184.29985
983,212.76282
984,196.31123
985,184.29985
986,184.29985
987,196.31123
988,184.29985
989,184.29985
990,196.31123
991,196.31123
992,228.81575
993,196.31123
994,184.29985
995,174.08218
996,196.31123
997,176.4738
998,184.29985
999,228.81575
1000,184.29985
1001,196.31123
1002,184.29985
1003,184.29985
1004,218.68909
1005,196.31123
1006,172.68405
1007,228.81575
1008,196.31123
1009,174.08218
1010,196.31123
1011,184.29985
1012,176.4738
1013,184.29985
1014,207.34799
1015,196.31123
1016,212.76282
1017,184.29985
1018,228.81575
1019,218.68909
1020,184.29985
1021,184.29985
1022,184.29985
1023,196.31123
1024,174.08218
1025,196.31123
1026,196.31123
1027,176.4738
1028,218.68909
1029,196.31123
1030,196.31123
1031,218.28314
1032,218.28314
1033,176.4738
1034,218.28314
1035,196.31123
1036,196.31123
1037,184.29985
1038,184.29985
1039,176.4738
1040,176.4738
1041,184.29985
1042,184.29985
1043,184.29985
1044,228.81575
1045,196.31123
1046,172.68405
1047,212.76282
1048,176.4738
1049,184.29985
1050,228.81575
1051,218.28314
1052,172.68405
1053,184.29985
1054,174.6304
1055,172.68405
1056,184.29985
1057,346.20844
1058,550.33203
1059,212.76282
1060,184.29985
1061,196.31123
1062,196.31123
1063,228.81575
1064,184.29985
1065,228.81575
1066,159.41328
1067,184.29985
1068,218.28314
1069,228.81575
1070,218.68909
1071,172.68405
1072,176.4738
1073,184.29985
1074,184.29985
1075,196.31123
1076,184.29985
1077,184.29985
1078,196.31123
1079,196.31123
1080,196.31123
1081,184.29985
1082,184.29985
1083,196.31123
1084,196.31123
1085,176.4738
1086,207.34799
1087,228.81575
1088,115.636345
1089,184.29985
1090,196.31123
1091,172.68405
1092,184.29985
1093,184.29985
1094,184.29985
1095,172.68405
1096,228.81575
1097,196.31123
1098,184.29985
1099,228.81575
1100,196.31123
1101,184.29985
1102,115.636345
1103,228.81575
1104,172.68405
1105,207.34799
1106,184.29985
1107,196.31123
1108,184.29985
1109,115.636345
1110,212.76282
1111,228.81575
1112,172.68405
1113,440.3697
1114,196.31123
1115,172.68405
1116,207.34799
1117,172.68405
1118,228.81575
1119,196.31123
1120,218.68909
1121,184.29985
1122,239.19682
1123,184.29985
1124,228.81575
1125,115.636345
1126,184.29985
1127,184.29985
1128,184.29985
1129,172.68405
1130,187.02452
1131,176.4738
1132,228.81575
1133,218.28314
1134,196.31123
1135,176.4738
1136,228.81575
1137,172.68405
1138,184.29985
1139,176.4738
1140,218.28314
1141,176.4738
1142,184.29985
1143,172.68405
1144,218.68909
1145,218.28314
1146,239.19682
1147,228.81575
1148,196.31123
1149,184.29985
1150,228.81575
1151,196.31123
1152,169.48932
1153,184.29985
1154,196.31123
1155,228.81575
1156,184.29985
1157,196.31123
1158,176.4738
1159,196.31123
1160,196.31123
1161,172.68405
1162,174.6304
1163,184.29985
1164,196.31123
1165,172.68405
1166,184.29985
1167,172.68405
1168,184.29985
1169,184.29985
1170,169.48932
1171,184.29985
1172,176.4738
1173,218.28314
1174,228.81575
1175,169.48932
1176,176.4738
1177,228.81575
1178,212.76282
1179,184.29985
1180,218.28314
1181,172.68405
1182,228.81575
1183,218.28314
1184,176.4738
1185,196.31123
1186,239.19682
1187,184.29985
1188,169.48932
1189,234.57658
1190,234.57658
